word,weight
sinjar,0.0
bouddhisme,0.0
sowell,0.0
holyrood,0.0
narcotic,1.0
jihad,-3.0
hsv,0.0
cyprus,0.0
aggression,0.0
payoff,0.0
otro,0.0
disobeying,0.0
kommonsentsjane,-2.0
pardon,-2.0
eligible,0.0
electricity,0.0
scold,2.0
quadruple,-4.0
лидер,0.0
lord,1.0
herbicide,0.0
shaving,0.0
sinking,-1.0
digit,0.0
hormone,0.0
shielding,0.0
rational,0.0
saskatchewan,0.0
regional,1.0
pierce,0.0
bratislava,0.0
lotería,0.0
appropriation,1.0
yellow,1.0
rogan,0.0
stabbed,-1.0
bringing,-3.0
petras,0.0
whoopi,0.0
internally,0.0
prize,6.0
probiotic,0.0
broiles,0.0
wednesday,0.0
solid,0.0
hague,2.0
crotch,2.0
judicial,0.0
lambasts,1.0
reliable,0.0
croatian,0.0
charter,-2.0
specially,2.0
tired,1.0
miller,-1.0
sailer,0.0
pulse,0.0
budget,0.0
270,-4.0
elegant,0.0
second,-1.0
500bn,0.0
275,-2.0
shrugging,0.0
loathing,2.0
newsbud,0.0
wilson,0.0
sesame,3.0
brexit,4.0
malheur,-4.0
ruthless,0.0
tajikistan,0.0
cooking,0.0
schism,0.0
kent,0.0
lawmaker,3.0
decry,-2.0
solarcity,-2.0
salbuch,0.0
fossil,2.0
hull,0.0
contributes,-2.0
admiral,-2.0
mogg,2.0
cull,0.0
specialist,0.0
insinuation,0.0
hero,-2.0
avert,0.0
reporter,-8.0
herb,-1.0
error,1.0
herd,-1.0
chine,0.0
lgbt,4.0
redlucy,0.0
china,1.0
cult,-2.0
affiliated,0.0
substance,-2.0
uplifting,-4.0
oxford,0.0
verhältnis,0.0
k,-4.0
auf,-1.0
eastenders,-1.0
controversy,6.0
сми,0.0
military,-2.0
родригес,0.0
climber,1.0
salesa,0.0
criticism,-2.0
golden,1.0
9m,2.0
divide,5.0
magically,0.0
criticise,1.0
oathkeepers,0.0
explained,5.0
replace,-1.0
brought,2.0
moneysupermarket,0.0
malkin,0.0
shoddy,0.0
stern,0.0
unis,0.0
cocaine,1.0
univ,0.0
explainer,0.0
scarier,0.0
sexual,3.0
cheating,-2.0
dna,-5.0
spoke,-1.0
dnc,-1.0
browse,0.0
insecurity,2.0
markle,-2.0
dni,-2.0
inevitable,1.0
occupying,0.0
music,-3.0
card,-1.0
passport,5.0
mystic,-2.0
strike,3.0
musik,-1.0
barry,0.0
statue,9.0
funciona,0.0
playboy,2.0
paperwork,0.0
holy,-3.0
relax,-2.0
successful,1.0
brings,2.0
crooner,0.0
yahoo,0.0
hurt,6.0
99,-4.0
glass,0.0
stevor,0.0
hermano,-2.0
91,2.0
90,-2.0
hole,2.0
hold,3.0
95,-4.0
chaos,-3.0
97,-2.0
96,0.0
morally,0.0
locked,0.0
cedarwood,-2.0
pursue,0.0
blade,0.0
plunged,2.0
locker,2.0
shelve,0.0
radicalisation,2.0
example,-2.0
kandidatin,-2.0
deputy,-2.0
wang,2.0
wank,0.0
household,-1.0
artillery,-1.0
organized,0.0
julissa,4.0
currency,-3.0
geben,0.0
bucht,0.0
caution,4.0
reviewing,0.0
want,-2.0
organizer,0.0
reimagined,2.0
absolute,0.0
turn,1.0
complaining,0.0
dimple,-2.0
travel,0.0
drying,0.0
damage,4.0
hoi,0.0
machine,-7.0
hot,1.0
canvey,0.0
hop,2.0
significance,0.0
place,1.0
salmond,2.0
weaponry,0.0
fanaticism,-2.0
misys,2.0
eurogroup,0.0
supplied,0.0
beauty,4.0
swing,2.0
1178,-2.0
demonize,-2.0
wrong,-6.0
destined,1.0
turf,2.0
chump,0.0
christophobic,0.0
eugenics,0.0
outcry,1.0
siberia,-2.0
testify,1.0
sioux,-6.0
effective,-2.0
helsinki,2.0
attracts,0.0
romped,0.0
revolt,-2.0
headquarters,-3.0
fictional,-2.0
sickening,-2.0
baggage,3.0
unlawfully,-2.0
ovala,-2.0
aping,2.0
lindbergh,0.0
democratic,-3.0
frontlines,2.0
wing,-2.0
wind,0.0
wine,4.0
restriction,0.0
hegemon,0.0
elphie,0.0
feedback,0.0
dreamed,0.0
misdemeanor,0.0
vary,2.0
stoicism,0.0
barclays,-2.0
mañana,0.0
scalia,-2.0
activating,0.0
wrought,-2.0
bataclan,3.0
estrena,0.0
fit,4.0
lifeline,0.0
screaming,0.0
fix,-4.0
striking,0.0
fallon,5.0
inclusive,1.0
secede,-2.0
mogila,-2.0
hidden,1.0
shipbuilder,-2.0
easier,2.0
jihadis,1.0
similar,1.0
zac,0.0
rbth,0.0
indecent,2.0
youknowwho,0.0
стивена,-1.0
silver,-2.0
competitiveness,0.0
rumour,-2.0
represents,2.0
debut,-2.0
arron,0.0
lockout,4.0
addicted,0.0
volcano,2.0
