word,weight
shirebrook,0.0009978280672597855
sinjar,0.00096078546594289996
bouddhisme,-0.00049840027930931285
yellow,0.0019893752445064266
narcotic,0.00099131293752620104
jihad,-0.0044186439662709494
railing,0.00099804307476726931
cyprus,-0.00049887521020397919
aggression,-0.00043954393375634647
payoff,0.0005643026987035086
otro,-0.00049567507081821436
increase,0.00069605390261627043
kommonsentsjane,-0.001365285810257534
eligible,0.0009853413135953947
electricity,0.00059492121740636222
scold,0.00048297712370009389
quadruple,-5.5018893007470102e-05
dov,-0.00052952395129579112
crooner,0.00096702930210468849
lord,0.004921916245469937
shaving,-0.00050189740646360502
sinking,-0.0015266391598558028
digit,-0.00049775028166755249
hormone,-0.0019973593790534672
shielding,-0.00052209833671267654
forocoches,-0.00049209737122300518
deli,0.0010024119473762715
saskatchewan,0.00098219601578666414
regional,0.001347128871135999
trojan,0.0009948612941863581
eugenics,-0.00099054588588521784
handling,0.0016185902700309464
holyrood,0.00093585397032027004
politician,0.020296114823081544
stabbed,0.00045692759936331829
bringing,-0.0006312983649167629
whoopi,-0.00049285647409015392
internally,-0.00049679773096454485
prize,0.009125672911423785
probiotic,-0.00050012496874739839
broiles,-0.0028367430425041426
bugging,0.0009722000287251195
synergy,-0.00049987500040445663
wednesday,-0.0019667320432424488
solid,0.0005811328479942235
hague,0.0031124458815656791
crotch,0.0010009268419244612
succession,0.00096595195211926629
straight,0.0023762992238308624
croatian,-0.00046659076136619309
charter,-0.0010261739100894387
specially,0.00099801191713824603
tired,-0.001796319845005616
miller,0.00011921616436299512
bacon,-0.00095598878774446185
pulse,0.0018467482121392134
pilger,-0.0044024730895163488
270,-0.0024474291563138014
elegant,-0.00048409986076433453
second,0.017099678595331048
500bn,0.00087760048888269851
275,-0.0020417923740032378
shrugging,0.00095417921600368639
loathing,0.0013736251947869273
newsbud,-0.0014821201752634105
sesame,-0.00049987488290752658
brexit,0.35133735207466904
battleground,0.0012080724552952582
malheur,-0.0059486930145716647
ruthless,0.0001346338388600539
tajikistan,0.00098872353505700711
cooking,-0.0028862178896035141
schism,0.0019116040387822909
kent,0.00087269410762997202
decry,-0.00050354607686121217
solarcity,-0.00052714781489379193
salbuch,-0.00050132038436079501
fossil,0.0010078068559221927
hull,0.00099176060107142002
resilient,0.00089308838746121025
butch,0.00050222237927630034
increasing,0.0003848485071683798
admiral,-0.0020054319029703884
mogg,0.0010043132458426693
cull,0.00047244910665051904
housewarming,0.00098465495883839536
hero,0.00037563742698880939
avert,0.00099019127403918313
reporter,-0.014011792216612199
herb,-0.0039593997627570317
dural,0.00099695938096783861
brainwashed,-0.00048451861027233811
herd,-0.0010003620470937801
chine,-0.00097843088034218497
lgbt,0.010976840984818766
redlucy,-0.00047131281066954824
china,0.022430551812817525
cult,-0.0011250205686051899
affiliated,0.00099036308465485449
confronts,4.8824019490697622e-05
substance,-0.00055068143753178112
uplifting,-0.00099819396331479954
okeefe,-0.00050353218697651533
verhältnis,-0.00050818092175207723
k,-0.0030982172018366922
auf,-0.0044947558117761225
eastenders,-0.00099859147381929246
controversy,0.0066088096953230259
сми,-0.00049850224631365399
überlegen,-0.00050049590650267566
seiu,0.00099224192389520691
military,-0.0048664995741078054
родригес,-0.00049975010625986352
climber,0.0019692068309327816
maryaha,-0.00042587075916336874
criticism,0.0094641099008413911
golden,0.0014150668807037647
9m,0.0029327818992236293
projection,-1.5730509947347085e-05
magically,-0.00049826381099115768
criticise,0.0037222104929614938
oathkeepers,-0.00049851928597447761
explained,0.0031984109541300597
excuse,-0.00053051729115228337
hamas,0.0019454046369914131
brought,0.0035945789630803535
gaffe,-0.00050471851380006708
malkin,-0.00050223939227619615
gateshead,0.00083377442906776723
otra,-0.00049666372110937235
stern,0.00096811383054005052
unis,-0.00049091071554401315
cocaine,0.0028724772533845781
univ,-0.00099427597853172936
explainer,0.00099604485187073798
scarier,0.00097585352286829103
sexual,0.030927790241466666
cheating,1.7733718950283125e-05
dna,-0.0030279742750208001
spoke,-0.001003519600362979
dnc,-0.0066606712829886403
insecurity,0.00098765830039403623
markle,-0.00050185420823253173
dni,-0.00096461231719336153
inevitable,0.00095835436732854304
occupying,-0.0015350738772453231
music,0.00089931050990062255
card,-0.0016554150284028603
passport,0.0067855549624634016
violently,-0.00095383848835274186
strike,0.020861397910110328
musik,-0.00049763193219274813
capital,0.00079754242203174857
statue,0.0068343347907170752
vandalizes,-0.00050319667550714374
funciona,-0.00048718587930953182
playboy,0.00045484741545015993
paperwork,-0.00049846131003149544
holy,0.00097515360655390181
relax,-0.0010158546867563756
successful,0.0013502997916665215
brings,0.008284298208558671
holt,0.0019206873906054541
yahoo,0.0010031356664596727
hurt,0.0027734932725342679
99,-0.0050330449104266806
glass,0.0023696655333206714
hermano,-0.00049528714781955235
91,-9.1905338948953738e-06
90,-0.0015916341759879631
hole,0.0033685912846502996
hold,0.0063764865308505621
95,-0.0024710409764059317
chaos,-0.0017113242861394459
destruir,-0.00049912550993405863
96,-0.0010048167443201797
morally,-0.0004156691647137637
locked,0.00056415467506956826
pursue,0.00094450764840145669
blade,-0.00050353290357571328
