word,weight
paperless,0.0019872789222575966
sinjar,0.00095728511774236923
bouddhisme,-0.00049805955020524272
sowell,-0.00050109464222488069
yellow,0.00099839294284655806
narcotic,0.00098850616566888909
jihad,-0.0049262730138484659
railing,0.00099846919585677122
cyprus,0.00049160214626642047
aggression,0.00053730879355397092
marching,0.0019384800729237072
otro,-0.00049725670968078794
videoed,-0.00049026611115141169
kommonsentsjane,-0.0018989339593417161
pardon,-0.00079508024938677608
isaid,-0.000988731195073212
electricity,0.00069154488842674265
scold,0.00048288805199234403
otra,-0.00049974995186854651
crooner,0.00095531875244564803
lord,0.0035404169487472451
herbicide,-0.00049188386413120239
shaving,-0.00050038045165791162
sinking,-0.0010244667705358616
digit,-0.00049528193652846348
bucht,-0.00049923159284231066
forocoches,-0.00048999283816224314
deli,0.0010056549901960056
saskatchewan,0.00097691260861996142
regional,0.0027666335566562572
sufficient,0.00050761157824372747
trojan,0.0009952655689077195
bratislava,0.0018244951847487722
lotería,-0.00048288321905053772
appropriation,0.00046285532667812712
holyrood,0.0015839341699281013
unify,0.00089520892939995802
stabbed,0.00048695289004941646
screaming,0.00090649277670526505
petras,-0.00049291126860229423
uzbekistan,0.0019815810805176404
lemon,-0.00099795437222107027
internally,-0.00049774256000274569
prize,0.011237328856029592
probiotic,-0.00049347032294545345
broiles,-0.0022531375941771659
cancela,-0.00049924989178272579
synergy,-0.00049962510014692001
auditor,0.00099714057882167124
wednesday,-0.00160552846186438
coventry,0.0019809608409530137
hague,0.0023103136917734996
crotch,0.00099585192222282964
calendar,-0.00050800925414697746
succession,0.00093968295663749161
lambasts,0.00098103526987899882
straight,0.001256406882225678
croatian,-0.00047216050946731605
charter,-0.0010414531161138949
specially,0.00099845080230835182
tired,-0.00091099369428462049
miller,0.0019701294775429749
bacon,-0.0001428353505059923
pulse,0.0014564469016709624
budget,0.0065045495546215805
270,-0.0029377015113121268
elegant,-0.00046175552073647499
second,0.015742464559152843
500bn,0.0008767095579270297
275,-0.0015362904932290536
shrugging,0.00096830919852696666
loathing,0.0018706737459644348
newsbud,-0.0014969173790188774
admire,-0.00010667538710889532
brexit,0.36196742992711112
battleground,0.00065862975258398871
malheur,-0.0039873906991514003
ruthless,4.7243797021490617e-05
cooking,-0.0028295398799219914
schism,0.0019205135432582819
kent,0.00025406831070596625
lawmaker,0.00096903421219381993
decry,0.00047963926251344308
solarcity,-0.00052482042695324127
salbuch,-0.00050890008392215965
fossil,0.0010032108832356275
hull,0.00099321932859632815
resilient,0.00088130843767182101
increasing,-0.00013200357837815614
admiral,-0.0015895639240485755
mogg,0.0010013422382516846
cull,0.00047002092260900219
specialist,0.001935595932762996
insinuation,-0.00043648777408095141
hero,-0.002198788551611975
avert,0.00095568764281570473
reporter,-0.012635329504946297
herb,-0.0034712479497383476
error,0.0023434199379498144
brainwashed,-0.00049564597078235518
datto,-0.00079300266296501048
chine,-0.00049652618575080022
lgbt,0.010037059634275234
kennedythe,-0.00050004196730713425
china,0.026348685961288656
dorm,-1.3762238980707356e-05
affiliated,0.00099872711915659088
substantial,-0.00034655958636134172
substance,-0.0019899703930617379
uplifting,-0.00099753615456653561
soul,-0.002120332147521034
oxford,0.00096953254828573794
k,-0.0035308466731840218
eligible,0.00096691880827838952
eastenders,-0.00099882872655404327
controversy,0.0054278450613208388
сми,-0.00049987500000260414
überlegen,-0.00050034515901438534
military,-0.0040962847720282325
родригес,-0.00049850351841033817
climber,0.0019900823718549195
maryaha,-0.00080156000980579267
criticism,0.0094193835282378943
golden,0.00048711335617398636
9m,0.0028575761123377738
divide,0.0059016335043129637
magically,-0.00037129441651729097
m5s,0.00096075237566354177
criticise,0.0038754815298353371
oathkeepers,-0.00099580595720731493
explained,0.0020003562452794439
hamas,0.0024778870208312584
brought,0.0030745067614266455
moneysupermarket,0.00098342329032473363
gateshead,0.00072783413124160559
quadruple,-5.128471412017149e-05
stern,0.00097984666772715995
unis,-0.00099767978286453385
cocaine,0.0014133592295324515
univ,-0.00099448362538510264
explainer,0.00099218658217280946
scarier,0.00097494164384272968
cheating,0.00010284328021927197
dna,-0.0035143584215746853
spoke,-0.00050263354631531444
dnc,-0.0082645902104492089
browse,0.0010020232493166336
insecurity,0.0009847226899607276
markle,-0.00049963105548882138
pétrolières,-0.00049824065445687059
inevitable,0.00038577458848756605
occupying,-0.0015630943360955764
music,0.0008028349535179819
telegraph,-0.00050136631041929264
passport,0.0066144245400425149
violently,-0.0010047031339230266
strike,0.014999321290239294
musik,-0.00046793139936005088
barry,0.00098920751934431601
statue,0.0092808327892394717
vandalizes,-0.00050234827283723144
funciona,-0.00049517996342985
playboy,0.00046971880651040852
paperwork,-0.00048530199161613604
holy,0.00094360163627693389
relax,-0.0010272490740692872
successful,0.00053885889066988216
brings,0.0085399954953873317
лидер,-0.00049950053738016689
yahoo,0.00051045077535340851
hurt,0.004186357470590406
99,-0.0044838721232691075
glass,0.0014383329651808459
aux,-0.00048153647094131672
91,-4.0916503372349228e-07
90,-0.0011435386751541691
hole,0.0027157058653784539
92,0.0019759837962683973
95,-0.0029595584661434977
97,-0.0010215882488701933
chequered,0.0009558237974472267
morally,-0.00045816430794589334
locked,0.00056050275686564421
pursue,0.00089435316434466404
blade,-0.00050270614033682637
plunged,0.0019557395924748302
locker,0.0010355656366341386
shelve,0.00085147134834803403
apoplexy,-0.00050000000000000001
radicalisation,0.0019887327721680062
example,-0.00059094145316927228
kandidatin,-0.00050025830272796949
president,-0.0093615965258807918
deputy,0.0029313797466038296
wang,0.00098732961717805075
wank,-0.00050159617837683564
household,0.0044936007266347354
artillery,-0.0010060371262326086
wann,-0.00050034515901438534
julissa,0.0010181087330943402
currency,-0.0014653913319706375
hormone,-0.0019944906201830809
caution,0.00099661850231025405
reviewing,-0.0011692232602337673
want,-0.012831728936864266
organizer,0.00049204640067931882
reimagined,0.00099082854317924488
absolute,-0.0010306392948784622
turn,0.010443159624454343
complaining,-0.00050697762137017258
dimple,-0.00050256343342837515
travel,0.0050904087846821034
drying,0.00099964749131141125
damage,0.0018411472738738381
machine,-0.022618578202918713
hot,0.0055138225735527242
canvey,0.00098114579424158797
hop,0.00048875729483207838
significance,-0.0004951396388011292
place,-0.0014028386361101006
madagascar,0.0019621575105885818
salmond,0.00093430768730982743
tutorial,-0.00047609693016431272
fanaticism,-0.00050036018655937617
misys,0.0019581955234507877
mueller,0.00045254545967991685
beauty,0.00095961309642994064
swing,0.0018469563351208613
1178,-0.00049924636883047805
wrong,-0.0040702164839425872
destined,0.0018493362409922856
sentencing,-0.00050057661121259939
christophobic,-0.0005000098638820058
eugenics,-0.00098835500549504822
nonprofit,-0.0005016084461728251
siberia,-5.0156991842266832e-05
testify,0.0015381079570400906
sioux,-0.0024917584774415916
effective,0.00090817364153207786
helsinki,0.00096907400615053483
attracts,-0.00048217159093835363
romped,-0.00049549347159083806
revolt,0.00015707265435016017
deutsche,0.021560619798532434
fictional,-1.0038486759876249e-05
sickening,-0.0010085365256661196
baggage,0.00099912398536848536
unlawfully,0.00048544776587608181
decoy,-0.00039440391154805382
aping,0.0010020314178885369
democratic,-0.0057558952843504169
wing,-0.0019209227095905964
wind,0.0023675972653387591
wine,0.0043778317803831414
restriction,0.00047705172216108347
elphie,0.00097323656747388076
feedback,0.0010010765198290293
sardinian,0.00098826339446216223
misdemeanor,-0.0013770316625432751
vary,0.0010091507550629279
résilience,-0.00049812469073295625
barclays,0.0023817314885002301
mañana,-0.00049961242854054851
jordi,-0.00049502128884751384
activating,-0.00049766413051596878
wrought,-0.00098035346342504877
bataclan,0.00098705575991762506
estrena,-0.00049838361967413929
fit,0.004630077888001927
lifeline,0.0013962512689318094
bringing,-0.00056960808488551885
fix,-0.0071693191743137756
stevens,-0.0018973508866269328
secede,-0.0004850658350854181
mogila,-0.00050519440169481287
hidden,-0.008554597624892659
shipbuilder,-0.00050412563957725565
easier,0.00199069879012727
jihadis,-4.9764317015619857e-05
corridor,0.00096169126225237171
elementary,-0.0014871400302026096
flipping,-0.0014327208749923301
rbth,-0.00048429709435552834
1229,-0.00049756610139912137
youknowwho,-0.00093828457408610152
стивена,-0.00049987503125260152
silver,-0.017436751987032165
competitiveness,0.00088642242249856889
rumour,0.0019123689254369526
represents,0.00022553355598080034
bitcoin,0.00048746542699990242
debut,0.00042444520170568858
arron,0.0018773621916821919
lockout,0.001887268289760444
simgle,-0.00051332840863421562
addicted,-0.00099191358985202104
volcano,0.0014764604711125034
uninfluenced,0.00098644090349235243
interfering,-0.0029066114456826682
expectancy,-0.00047052682544231435
burial,-0.00057149550657453014
whim,0.0010024614002022746
financial,0.0025268477855138181
telescope,-0.00050695527573468
лучшие,-0.00050000000000000001
knockout,0.0010423462874055193
series,-0.0042346780287167759
allah,-0.0024978866856466327
spider,-0.0025026971323047317
contracting,0.00050437451965498325
cathedral,0.0019657174548615873
tricked,0.00045500017160215463
deadlocked,0.00099292708026240436
whip,0.0036650939933410408
borne,0.00099424362428925908
rt,-0.0065667251667756877
1227,-0.00048797269190386692
trending,-0.00093620132777289076
champagne,0.00096469914539843793
bullishness,-0.00049921872314936022
mayan,-0.00050786028448988885
dsp,-0.0004920603008167862
mason,-0.00092805439609532211
unclog,-0.0010020210135371602
re,-0.00050768888760493883
encourage,-0.0015014363094361205
sustituyen,-0.00049479484501820244
ra,0.00049159160866808457
rb,0.013126527603297355
comprehensive,0.00048825603810665873
xu,0.00099540173984666736
strategist,-0.00050890687415584683
ri,-0.00052179928868898373
outburst,0.00043091035925933469
smart,-0.0014739908287778988
foundation,-0.023143021081628017
hillaryclinton,-0.00049109723623268437
clarence,-0.0014855999914437682
assured,0.00098593111346998406
threatened,-0.0020134966508630527
fugitive,-0.000993641889363362
kayla,0.00045254545967991685
creó,-0.00049949362666357525
ub40,0.0028734260261282802
crowned,-0.00050356153525492569
estimate,-0.0001428876510998011
cornerstone,0.00098961645741857092
стороны,-0.00049987500000260414
atf,-0.00049101194336618624
enormous,0.0014415033923192893
ate,-0.00049314082805000171
